item_id,store_id,category,season,price,discount,days_on_rack,sold_quantity,sold_flag
Item_858,Store_18,Lehenga,Festive,9074,0.15,115,11,1
Item_859,Store_14,Kurta,Winter,1834,0.26,107,5,1
Item_860,Store_11,Lehenga,Festive,2724,0.19,107,8,1
Item_861,Store_9,Saree,Festive,7598,0.28,78,10,1
Item_862,Store_2,Sherwani,Summer,3413,0.06,40,10,1
Item_863,Store_12,Lehenga,Festive,6993,0.5,93,5,1
Item_864,Store_3,Lehenga,Festive,5498,0.21,118,2,0
Item_865,Store_3,Kurta,Festive,3105,0.17,61,7,1
Item_866,Store_1,Saree,Festive,3568,0.36,78,7,1
Item_867,Store_8,Lehenga,Winter,1209,0.18,87,10,1
Item_868,Store_8,Lehenga,Wedding,5911,0.42,114,3,0
Item_869,Store_11,Lehenga,Summer,3220,0.23,49,7,1
Item_870,Store_9,Lehenga,Festive,1233,0.36,83,6,1
Item_871,Store_5,Sherwani,Festive,1792,0.05,84,2,0
Item_872,Store_14,Saree,Winter,4110,0.42,6,2,0
Item_873,Store_3,Kurta,Wedding,3166,0.37,97,3,0
Item_874,Store_5,Kurta,Festive,9526,0.11,72,4,0
Item_875,Store_5,Sherwani,Winter,6193,0.07,54,2,0
Item_876,Store_19,Saree,Summer,2214,0.16,33,9,1
Item_877,Store_14,Lehenga,Summer,5419,0.49,99,7,1
Item_878,Store_4,Sherwani,Festive,8314,0.13,85,8,1
Item_879,Store_13,Saree,Festive,9475,0.23,14,3,0
Item_880,Store_10,Lehenga,Wedding,1212,0.02,31,7,1
Item_881,Store_18,Sherwani,Wedding,2658,0.2,109,3,0
Item_882,Store_8,Saree,Festive,6024,0.29,19,10,1
Item_883,Store_8,Kurta,Winter,6917,0.48,64,4,0
Item_884,Store_7,Kurta,Wedding,6141,0.26,112,7,1
Item_885,Store_8,Saree,Festive,2794,0.41,35,2,0
Item_886,Store_14,Kurta,Wedding,6988,0.27,25,2,0
Item_887,Store_19,Saree,Festive,9296,0.02,64,5,1
Item_888,Store_6,Lehenga,Summer,6578,0.16,62,10,1
Item_889,Store_1,Saree,Festive,6551,0.29,45,6,1
Item_890,Store_15,Lehenga,Summer,4845,0.48,50,4,0
Item_891,Store_1,Sherwani,Wedding,7906,0.43,49,1,0
Item_892,Store_17,Saree,Festive,1378,0.11,30,8,1
Item_893,Store_1,Sherwani,Wedding,4293,0.11,106,5,1
Item_894,Store_15,Kurta,Summer,4329,0.1,55,3,0
Item_895,Store_2,Lehenga,Festive,5808,0.46,40,4,0
Item_896,Store_14,Saree,Wedding,8937,0.43,56,3,0
Item_897,Store_8,Sherwani,Summer,1224,0.39,85,3,0
Item_898,Store_8,Lehenga,Wedding,1737,0.2,55,4,0
Item_899,Store_19,Lehenga,Winter,1235,0.25,7,4,0
Item_900,Store_7,Kurta,Summer,1711,0.23,18,5,1
Item_901,Store_19,Kurta,Summer,6988,0.13,53,3,0
Item_902,Store_6,Lehenga,Summer,2888,0.25,81,6,1
Item_903,Store_6,Lehenga,Festive,8173,0.02,109,4,0
Item_904,Store_3,Saree,Festive,2259,0.07,95,6,1
Item_905,Store_7,Lehenga,Festive,6246,0.44,5,6,1
Item_906,Store_19,Saree,Winter,8271,0.38,61,5,1
Item_907,Store_8,Lehenga,Winter,1748,0.21,21,7,1
Item_908,Store_10,Kurta,Summer,4551,0.26,116,5,1
Item_909,Store_20,Saree,Winter,7400,0.18,54,6,1
Item_910,Store_15,Sherwani,Wedding,7643,0.37,102,4,0
Item_911,Store_15,Kurta,Summer,9701,0.39,18,8,1
Item_912,Store_1,Saree,Summer,2823,0.38,63,11,1
Item_913,Store_20,Saree,Wedding,7852,0.36,85,6,1
Item_914,Store_7,Sherwani,Summer,8777,0.1,7,3,0
Item_915,Store_4,Saree,Winter,5232,0.17,102,4,0
Item_916,Store_6,Lehenga,Festive,7519,0.23,44,8,1
Item_917,Store_1,Sherwani,Wedding,2777,0.17,93,6,1
Item_918,Store_5,Kurta,Winter,2222,0.38,70,5,1
Item_919,Store_1,Kurta,Wedding,8630,0.16,38,6,1
Item_920,Store_4,Lehenga,Wedding,2777,0.07,94,4,0
Item_921,Store_2,Kurta,Summer,8490,0.2,99,5,1
Item_922,Store_10,Saree,Summer,5859,0.49,13,14,1
Item_923,Store_5,Saree,Winter,9893,0.11,98,4,0
Item_924,Store_10,Lehenga,Wedding,9118,0.31,88,6,1
Item_925,Store_1,Kurta,Summer,3989,0.22,25,2,0
Item_926,Store_6,Kurta,Summer,9343,0.04,97,5,1
Item_927,Store_13,Lehenga,Wedding,2325,0.24,29,5,1
Item_928,Store_15,Sherwani,Winter,6127,0.35,106,4,0
Item_929,Store_4,Kurta,Winter,9998,0.26,48,3,0
Item_930,Store_13,Sherwani,Wedding,3722,0.44,29,6,1
Item_931,Store_20,Kurta,Winter,5656,0.14,13,5,1
Item_932,Store_15,Kurta,Summer,2325,0.04,107,7,1
Item_933,Store_8,Kurta,Wedding,5133,0.47,66,8,1
Item_934,Store_5,Kurta,Summer,3869,0.19,112,6,1
Item_935,Store_15,Saree,Festive,2242,0.29,30,5,1
Item_936,Store_4,Sherwani,Festive,9539,0.4,61,8,1
Item_937,Store_12,Sherwani,Winter,2831,0.16,41,9,1
Item_938,Store_13,Kurta,Festive,2569,0.36,20,3,0
Item_939,Store_2,Kurta,Summer,8246,0.07,41,5,1
Item_940,Store_19,Sherwani,Festive,2918,0.15,80,2,0
Item_941,Store_19,Saree,Summer,7416,0.07,28,6,1
Item_942,Store_4,Lehenga,Winter,4232,0.41,30,9,1
Item_943,Store_4,Lehenga,Winter,4758,0.11,24,5,1
Item_944,Store_11,Sherwani,Summer,6997,0.36,13,7,1
Item_945,Store_5,Kurta,Festive,3355,0.47,91,7,1
Item_946,Store_20,Kurta,Winter,2824,0.26,107,3,0
Item_947,Store_11,Saree,Wedding,8280,0.27,33,5,1
Item_948,Store_10,Lehenga,Winter,5060,0.23,35,5,1
Item_949,Store_8,Saree,Festive,6324,0.16,23,4,0
Item_950,Store_6,Lehenga,Wedding,1404,0.24,24,5,1
Item_951,Store_6,Sherwani,Festive,2721,0.3,91,4,0
Item_952,Store_8,Lehenga,Summer,6316,0.49,111,8,1
Item_953,Store_15,Saree,Wedding,4845,0.47,31,7,1
Item_954,Store_14,Saree,Festive,5210,0.43,98,6,1
Item_955,Store_11,Saree,Wedding,1064,0.44,89,7,1
Item_956,Store_12,Sherwani,Festive,7382,0.23,48,10,1
Item_957,Store_13,Lehenga,Wedding,1968,0.33,39,4,0
Item_958,Store_8,Lehenga,Festive,1368,0.45,117,9,1
Item_959,Store_18,Saree,Summer,9424,0.2,75,9,1
Item_960,Store_1,Lehenga,Wedding,3242,0.48,26,9,1
Item_961,Store_15,Kurta,Wedding,6002,0.21,78,3,0
Item_962,Store_8,Kurta,Wedding,4083,0.3,91,3,0
Item_963,Store_11,Kurta,Wedding,9073,0.35,19,8,1
Item_964,Store_12,Lehenga,Summer,9880,0.48,98,6,1
Item_965,Store_12,Sherwani,Wedding,2469,0.12,102,9,1
Item_966,Store_4,Sherwani,Winter,5725,0.37,17,2,0
Item_967,Store_16,Sherwani,Summer,5259,0.26,8,6,1
Item_968,Store_4,Sherwani,Winter,4622,0.13,86,2,0
Item_969,Store_5,Kurta,Wedding,1823,0.39,60,9,1
Item_970,Store_5,Kurta,Festive,4431,0.28,27,6,1
Item_971,Store_8,Saree,Winter,7528,0.33,101,1,0
Item_972,Store_10,Lehenga,Wedding,5151,0.16,102,3,0
Item_973,Store_17,Lehenga,Winter,5213,0.24,38,4,0
Item_974,Store_9,Sherwani,Wedding,8420,0.31,104,4,0
Item_975,Store_19,Kurta,Wedding,9989,0.2,103,6,1
Item_976,Store_14,Sherwani,Wedding,1779,0.1,21,8,1
Item_977,Store_8,Saree,Festive,3892,0.48,32,5,1
Item_978,Store_9,Lehenga,Winter,6534,0.26,18,11,1
Item_979,Store_11,Lehenga,Summer,4306,0.37,38,9,1
Item_980,Store_1,Sherwani,Summer,3902,0.21,116,5,1
Item_981,Store_14,Saree,Summer,4718,0.18,79,4,0
Item_982,Store_5,Lehenga,Summer,1021,0.2,61,3,0
Item_983,Store_14,Saree,Wedding,2500,0.2,81,12,1
Item_984,Store_4,Saree,Winter,4641,0.27,101,5,1
Item_985,Store_1,Sherwani,Winter,6212,0.27,59,12,1
Item_986,Store_19,Kurta,Festive,1191,0.25,70,4,0
Item_987,Store_8,Sherwani,Winter,9587,0.07,102,5,1
Item_988,Store_15,Kurta,Winter,8174,0.25,97,3,0
Item_989,Store_15,Saree,Winter,6114,0.08,41,3,0
Item_990,Store_9,Kurta,Festive,5662,0.06,72,5,1
Item_991,Store_9,Saree,Summer,5326,0.47,80,3,0
Item_992,Store_10,Lehenga,Winter,5335,0.3,30,8,1
Item_993,Store_20,Lehenga,Festive,9281,0.33,65,6,1
Item_994,Store_9,Lehenga,Festive,9648,0.2,96,4,0
Item_995,Store_3,Sherwani,Wedding,6494,0.45,71,2,0
Item_996,Store_20,Sherwani,Festive,9536,0.32,88,8,1
Item_997,Store_11,Saree,Summer,3711,0.38,78,7,1
Item_998,Store_6,Lehenga,Winter,8595,0.18,56,3,0
Item_999,Store_2,Sherwani,Festive,7273,0.48,22,3,0
Item_1000,Store_7,Lehenga,Summer,7284,0.41,57,8,1
Item_1001,Store_18,Sherwani,Festive,9817,0.43,67,5,1
Item_1002,Store_2,Kurta,Festive,4994,0.09,57,6,1
Item_1003,Store_17,Kurta,Festive,2678,0.14,31,9,1
Item_1004,Store_11,Lehenga,Festive,9414,0.14,35,4,0
Item_1005,Store_12,Saree,Festive,1743,0.14,95,5,1
Item_1006,Store_19,Sherwani,Summer,1462,0.43,110,6,1
Item_1007,Store_7,Sherwani,Winter,2568,0.02,5,7,1
Item_1008,Store_20,Kurta,Winter,2736,0.04,10,3,0
Item_1009,Store_6,Kurta,Winter,8903,0.14,15,4,0
Item_1010,Store_1,Saree,Winter,8002,0.1,38,4,0
Item_1011,Store_17,Saree,Summer,9856,0.12,107,1,0
Item_1012,Store_11,Saree,Wedding,2356,0.4,88,5,1
Item_1013,Store_18,Lehenga,Wedding,2014,0.28,67,4,0
Item_1014,Store_17,Kurta,Summer,2054,0.0,57,1,0
Item_1015,Store_7,Lehenga,Summer,2764,0.21,89,3,0
Item_1016,Store_17,Kurta,Festive,7009,0.2,89,7,1
Item_1017,Store_20,Kurta,Festive,5458,0.06,22,0,0
Item_1018,Store_9,Sherwani,Festive,1667,0.34,25,9,1
Item_1019,Store_17,Kurta,Winter,4370,0.35,23,5,1
Item_1020,Store_20,Kurta,Festive,6976,0.36,8,4,0
Item_1021,Store_8,Lehenga,Wedding,2394,0.36,81,0,0
Item_1022,Store_17,Kurta,Winter,9290,0.0,86,6,1
Item_1023,Store_7,Lehenga,Festive,5070,0.48,33,6,1
Item_1024,Store_1,Saree,Winter,7982,0.41,29,2,0
Item_1025,Store_13,Kurta,Wedding,9613,0.45,60,3,0
Item_1026,Store_19,Kurta,Festive,6599,0.01,81,5,1
Item_1027,Store_19,Lehenga,Wedding,4650,0.47,67,7,1
Item_1028,Store_17,Saree,Wedding,4620,0.4,31,5,1
Item_1029,Store_13,Sherwani,Wedding,4190,0.42,64,5,1
Item_1030,Store_16,Saree,Festive,9789,0.05,87,6,1
Item_1031,Store_8,Lehenga,Summer,1391,0.37,53,3,0
Item_1032,Store_19,Saree,Festive,2075,0.48,69,5,1
Item_1033,Store_18,Lehenga,Wedding,3650,0.34,42,4,0
Item_1034,Store_1,Lehenga,Festive,3384,0.29,87,3,0
Item_1035,Store_14,Sherwani,Wedding,1809,0.47,56,7,1
Item_1036,Store_19,Kurta,Summer,9047,0.22,5,4,0
Item_1037,Store_15,Lehenga,Winter,6501,0.3,44,7,1
Item_1038,Store_18,Lehenga,Summer,7895,0.24,85,6,1
Item_1039,Store_2,Sherwani,Summer,2159,0.47,25,4,0
Item_1040,Store_17,Lehenga,Winter,8574,0.04,90,4,0
Item_1041,Store_18,Kurta,Festive,2531,0.25,19,3,0
Item_1042,Store_6,Sherwani,Winter,6481,0.34,54,5,1
Item_1043,Store_19,Kurta,Festive,8548,0.4,107,4,0
Item_1044,Store_4,Kurta,Festive,5976,0.29,52,10,1
Item_1045,Store_1,Sherwani,Wedding,6695,0.45,107,8,1
Item_1046,Store_8,Lehenga,Wedding,9445,0.47,36,2,0
Item_1047,Store_7,Kurta,Winter,4548,0.03,53,3,0
Item_1048,Store_3,Kurta,Summer,7163,0.2,72,7,1
Item_1049,Store_10,Kurta,Winter,7671,0.01,112,4,0
Item_1050,Store_10,Kurta,Festive,6264,0.16,49,6,1
Item_1051,Store_19,Sherwani,Wedding,2231,0.27,36,4,0
Item_1052,Store_14,Sherwani,Winter,3423,0.46,8,5,1
Item_1053,Store_2,Saree,Winter,9071,0.42,69,5,1
Item_1054,Store_1,Saree,Wedding,5261,0.06,101,9,1
Item_1055,Store_18,Kurta,Wedding,3908,0.05,75,4,0
Item_1056,Store_7,Lehenga,Wedding,5712,0.29,77,1,0
Item_1057,Store_8,Kurta,Festive,7755,0.27,69,4,0
Item_1058,Store_1,Lehenga,Wedding,4883,0.13,84,6,1
Item_1059,Store_3,Kurta,Summer,4515,0.45,22,3,0
Item_1060,Store_8,Saree,Winter,4403,0.46,58,4,0
Item_1061,Store_15,Saree,Wedding,5598,0.2,51,10,1
Item_1062,Store_5,Lehenga,Wedding,6008,0.45,10,9,1
Item_1063,Store_3,Kurta,Festive,7222,0.19,70,6,1
Item_1064,Store_19,Lehenga,Festive,5009,0.37,13,7,1
Item_1065,Store_1,Saree,Winter,3735,0.24,72,0,0
Item_1066,Store_15,Kurta,Summer,5491,0.06,113,6,1
Item_1067,Store_8,Kurta,Winter,9593,0.46,27,2,0
Item_1068,Store_2,Lehenga,Wedding,1974,0.23,111,3,0
Item_1069,Store_3,Sherwani,Summer,1223,0.37,113,13,1
Item_1070,Store_14,Lehenga,Summer,5613,0.18,47,5,1
Item_1071,Store_14,Saree,Summer,7777,0.01,55,2,0
Item_1072,Store_11,Saree,Summer,9427,0.05,76,6,1
Item_1073,Store_16,Saree,Winter,5211,0.25,107,6,1
Item_1074,Store_4,Saree,Festive,1225,0.34,29,4,0
Item_1075,Store_20,Saree,Festive,9183,0.17,84,8,1
Item_1076,Store_5,Sherwani,Wedding,5277,0.35,39,10,1
Item_1077,Store_14,Kurta,Festive,2341,0.35,21,9,1
Item_1078,Store_16,Lehenga,Festive,5036,0.35,22,4,0
Item_1079,Store_18,Lehenga,Festive,9401,0.25,31,3,0
Item_1080,Store_7,Saree,Festive,4727,0.46,19,6,1
Item_1081,Store_10,Lehenga,Wedding,4928,0.24,85,7,1
Item_1082,Store_7,Saree,Winter,3803,0.23,111,5,1
Item_1083,Store_1,Sherwani,Summer,7558,0.1,73,4,0
Item_1084,Store_19,Sherwani,Festive,1393,0.15,84,6,1
Item_1085,Store_16,Kurta,Winter,7839,0.02,19,5,1
Item_1086,Store_19,Sherwani,Festive,9795,0.32,46,5,1
Item_1087,Store_4,Sherwani,Festive,1581,0.12,114,1,0
Item_1088,Store_18,Kurta,Summer,1132,0.15,38,6,1
Item_1089,Store_2,Lehenga,Summer,3838,0.39,52,4,0
Item_1090,Store_1,Saree,Summer,4385,0.16,87,4,0
Item_1091,Store_15,Saree,Festive,4770,0.12,12,2,0
Item_1092,Store_5,Lehenga,Festive,3268,0.08,115,5,1
Item_1093,Store_20,Kurta,Festive,1975,0.39,14,4,0
Item_1094,Store_11,Lehenga,Summer,8605,0.06,9,9,1
Item_1095,Store_10,Sherwani,Wedding,8213,0.23,52,4,0
Item_1096,Store_2,Kurta,Winter,3835,0.25,30,0,0
Item_1097,Store_3,Kurta,Wedding,3738,0.34,90,11,1
Item_1098,Store_12,Kurta,Festive,5134,0.32,112,8,1
Item_1099,Store_20,Saree,Festive,7833,0.41,27,7,1
Item_1100,Store_5,Lehenga,Wedding,9353,0.02,66,6,1
Item_1101,Store_5,Kurta,Festive,2909,0.15,17,3,0
Item_1102,Store_6,Kurta,Winter,2963,0.14,13,5,1
Item_1103,Store_9,Kurta,Festive,6153,0.07,117,6,1
Item_1104,Store_2,Lehenga,Winter,1966,0.14,24,3,0
Item_1105,Store_12,Saree,Wedding,1889,0.15,96,5,1
Item_1106,Store_3,Sherwani,Wedding,4061,0.26,112,8,1
Item_1107,Store_20,Saree,Festive,7461,0.33,61,6,1
Item_1108,Store_12,Kurta,Winter,7166,0.19,105,7,1
Item_1109,Store_17,Saree,Festive,7967,0.36,28,4,0
Item_1110,Store_10,Saree,Summer,9101,0.17,112,3,0
Item_1111,Store_14,Sherwani,Summer,8379,0.15,37,8,1
Item_1112,Store_17,Lehenga,Summer,8280,0.27,24,1,0
Item_1113,Store_18,Lehenga,Summer,2067,0.01,64,5,1
Item_1114,Store_19,Saree,Festive,5223,0.04,52,6,1
Item_1115,Store_17,Saree,Summer,5607,0.21,68,5,1
Item_1116,Store_14,Lehenga,Winter,4985,0.47,34,5,1
Item_1117,Store_9,Lehenga,Wedding,4179,0.36,112,5,1
Item_1118,Store_8,Sherwani,Wedding,5538,0.04,77,5,1
Item_1119,Store_2,Kurta,Summer,3362,0.42,113,6,1
Item_1120,Store_13,Saree,Summer,3224,0.37,117,5,1
Item_1121,Store_7,Lehenga,Summer,7371,0.31,21,5,1
Item_1122,Store_9,Saree,Festive,2726,0.41,104,8,1
Item_1123,Store_11,Saree,Wedding,6791,0.2,18,3,0
Item_1124,Store_14,Lehenga,Summer,9073,0.11,23,5,1
Item_1125,Store_4,Sherwani,Winter,9458,0.26,75,3,0
Item_1126,Store_13,Saree,Summer,8013,0.27,63,3,0
Item_1127,Store_2,Sherwani,Wedding,1837,0.27,71,7,1
Item_1128,Store_5,Lehenga,Summer,5584,0.28,101,4,0
Item_1129,Store_11,Kurta,Wedding,1686,0.47,48,4,0
Item_1130,Store_6,Kurta,Summer,1356,0.45,36,2,0
Item_1131,Store_18,Saree,Winter,5647,0.44,115,6,1
Item_1132,Store_10,Lehenga,Summer,5418,0.4,15,3,0
Item_1133,Store_4,Sherwani,Winter,7642,0.47,110,7,1
Item_1134,Store_9,Saree,Winter,4391,0.05,6,7,1
Item_1135,Store_6,Lehenga,Summer,5357,0.13,94,8,1
Item_1136,Store_2,Lehenga,Winter,5879,0.25,72,6,1
Item_1137,Store_17,Sherwani,Festive,6319,0.42,21,7,1
Item_1138,Store_5,Saree,Summer,3739,0.25,85,4,0
Item_1139,Store_6,Lehenga,Summer,5784,0.37,96,7,1
Item_1140,Store_12,Lehenga,Winter,1877,0.07,98,2,0
Item_1141,Store_10,Lehenga,Winter,3870,0.13,44,5,1
Item_1142,Store_6,Sherwani,Summer,1292,0.37,91,3,0
Item_1143,Store_8,Saree,Festive,9728,0.08,50,7,1
Item_1144,Store_2,Saree,Winter,3686,0.18,92,5,1
Item_1145,Store_12,Saree,Winter,1233,0.13,97,7,1
Item_1146,Store_13,Saree,Wedding,3374,0.17,8,9,1
Item_1147,Store_7,Kurta,Festive,3272,0.35,42,6,1
Item_1148,Store_10,Kurta,Festive,1966,0.18,67,5,1
Item_1149,Store_13,Saree,Summer,1889,0.28,33,7,1
Item_1150,Store_17,Sherwani,Festive,4863,0.05,23,1,0
Item_1151,Store_14,Kurta,Summer,7154,0.4,95,3,0
Item_1152,Store_2,Lehenga,Wedding,4400,0.18,33,3,0
Item_1153,Store_11,Kurta,Festive,9226,0.32,104,11,1
Item_1154,Store_1,Lehenga,Winter,5542,0.36,39,4,0
Item_1155,Store_19,Saree,Wedding,4523,0.1,74,2,0
Item_1156,Store_4,Kurta,Summer,2763,0.44,27,5,1
Item_1157,Store_19,Sherwani,Wedding,4291,0.31,107,7,1
Item_1158,Store_11,Kurta,Summer,3488,0.21,50,2,0
Item_1159,Store_8,Kurta,Wedding,2558,0.09,48,5,1
Item_1160,Store_11,Kurta,Summer,5690,0.47,52,2,0
Item_1161,Store_4,Saree,Festive,7121,0.38,56,1,0
Item_1162,Store_17,Sherwani,Winter,3276,0.1,12,6,1
Item_1163,Store_7,Kurta,Summer,5439,0.17,59,4,0
Item_1164,Store_8,Sherwani,Wedding,2103,0.4,70,7,1
Item_1165,Store_3,Saree,Summer,8520,0.35,81,7,1
Item_1166,Store_2,Lehenga,Summer,6409,0.38,44,6,1
Item_1167,Store_15,Kurta,Summer,8869,0.22,89,6,1
Item_1168,Store_5,Sherwani,Wedding,3956,0.36,35,6,1
Item_1169,Store_1,Sherwani,Winter,8710,0.19,52,7,1
Item_1170,Store_4,Saree,Festive,7017,0.11,104,4,0
Item_1171,Store_15,Kurta,Winter,4384,0.32,65,9,1
Item_1172,Store_20,Lehenga,Summer,1028,0.49,116,4,0
Item_1173,Store_19,Sherwani,Wedding,9897,0.16,56,6,1
Item_1174,Store_3,Kurta,Winter,8756,0.23,42,7,1
Item_1175,Store_20,Lehenga,Summer,7948,0.34,95,4,0
Item_1176,Store_11,Sherwani,Festive,6755,0.27,40,6,1
Item_1177,Store_17,Sherwani,Festive,4602,0.42,116,2,0
Item_1178,Store_13,Lehenga,Festive,6062,0.38,91,6,1
Item_1179,Store_11,Lehenga,Summer,9071,0.03,59,4,0
Item_1180,Store_2,Saree,Wedding,8244,0.5,89,3,0
Item_1181,Store_9,Kurta,Winter,7372,0.38,17,3,0
Item_1182,Store_2,Kurta,Festive,8105,0.43,41,5,1
Item_1183,Store_9,Saree,Summer,4581,0.33,51,3,0
Item_1184,Store_9,Sherwani,Summer,3762,0.43,94,4,0
Item_1185,Store_8,Lehenga,Winter,1572,0.06,108,3,0
Item_1186,Store_17,Lehenga,Festive,8705,0.17,75,6,1
Item_1187,Store_1,Lehenga,Summer,1614,0.44,114,9,1
Item_1188,Store_11,Sherwani,Winter,5050,0.1,107,5,1
Item_1189,Store_8,Lehenga,Wedding,1325,0.04,26,6,1
Item_1190,Store_10,Lehenga,Wedding,4740,0.39,43,4,0
Item_1191,Store_7,Saree,Wedding,1358,0.42,91,3,0
Item_1192,Store_3,Sherwani,Festive,4777,0.08,62,9,1
Item_1193,Store_3,Kurta,Winter,6906,0.43,34,3,0
Item_1194,Store_18,Saree,Winter,2721,0.34,22,9,1
Item_1195,Store_5,Saree,Summer,2349,0.26,110,4,0
Item_1196,Store_12,Kurta,Summer,4696,0.42,22,8,1
Item_1197,Store_12,Saree,Summer,4896,0.21,114,3,0
Item_1198,Store_19,Sherwani,Winter,5260,0.1,78,3,0
Item_1199,Store_6,Lehenga,Summer,7941,0.14,43,5,1
Item_1200,Store_2,Sherwani,Winter,4808,0.25,98,8,1
Item_1201,Store_12,Kurta,Winter,6246,0.27,30,3,0
Item_1202,Store_19,Kurta,Wedding,9384,0.4,75,4,0
Item_1203,Store_5,Saree,Summer,4845,0.4,11,8,1
Item_1204,Store_12,Sherwani,Wedding,3577,0.29,73,3,0
Item_1205,Store_17,Sherwani,Festive,1091,0.39,69,3,0
Item_1206,Store_17,Kurta,Festive,5234,0.1,50,2,0
Item_1207,Store_10,Sherwani,Festive,9672,0.03,22,7,1
Item_1208,Store_17,Kurta,Winter,7592,0.44,17,2,0
Item_1209,Store_15,Sherwani,Winter,9128,0.04,29,6,1
Item_1210,Store_12,Sherwani,Winter,2075,0.12,108,5,1
Item_1211,Store_16,Sherwani,Summer,3513,0.35,12,6,1
Item_1212,Store_19,Kurta,Wedding,9168,0.2,78,2,0
Item_1213,Store_8,Saree,Winter,7861,0.44,36,10,1
Item_1214,Store_17,Sherwani,Wedding,9990,0.15,21,3,0
Item_1215,Store_5,Kurta,Wedding,1604,0.01,106,6,1
Item_1216,Store_16,Kurta,Wedding,3979,0.15,83,5,1
Item_1217,Store_6,Sherwani,Summer,8140,0.29,83,7,1
Item_1218,Store_8,Sherwani,Summer,8065,0.19,52,6,1
Item_1219,Store_18,Saree,Festive,5916,0.27,67,7,1
Item_1220,Store_12,Kurta,Festive,7800,0.44,44,4,0
Item_1221,Store_15,Kurta,Wedding,1597,0.46,119,7,1
Item_1222,Store_9,Lehenga,Festive,8320,0.13,88,2,0
Item_1223,Store_13,Kurta,Wedding,9705,0.23,19,6,1
Item_1224,Store_15,Saree,Summer,6622,0.27,103,7,1
Item_1225,Store_10,Lehenga,Summer,2877,0.47,10,5,1
Item_1226,Store_16,Lehenga,Summer,2699,0.5,98,4,0
Item_1227,Store_7,Lehenga,Winter,6780,0.12,67,5,1
Item_1228,Store_17,Sherwani,Wedding,1716,0.36,12,2,0
Item_1229,Store_7,Sherwani,Summer,5086,0.19,99,8,1
Item_1230,Store_14,Kurta,Wedding,1665,0.0,116,5,1
Item_1231,Store_15,Lehenga,Festive,8846,0.0,115,6,1
Item_1232,Store_7,Saree,Festive,7611,0.23,36,5,1
Item_1233,Store_9,Sherwani,Summer,2079,0.24,49,6,1
Item_1234,Store_19,Saree,Wedding,9419,0.01,56,8,1
Item_1235,Store_16,Saree,Summer,9340,0.34,83,7,1
Item_1236,Store_8,Sherwani,Festive,2069,0.15,86,0,0
Item_1237,Store_18,Sherwani,Summer,6263,0.28,17,4,0
Item_1238,Store_18,Sherwani,Wedding,8951,0.15,28,7,1
Item_1239,Store_20,Sherwani,Festive,2363,0.08,44,7,1
Item_1240,Store_7,Lehenga,Winter,5508,0.2,18,2,0
Item_1241,Store_3,Lehenga,Festive,2755,0.12,96,3,0
Item_1242,Store_18,Lehenga,Winter,1519,0.27,79,9,1
Item_1243,Store_10,Lehenga,Summer,6463,0.1,74,7,1
Item_1244,Store_7,Kurta,Summer,8233,0.25,66,8,1
Item_1245,Store_17,Lehenga,Wedding,2102,0.08,93,4,0
Item_1246,Store_14,Sherwani,Winter,1597,0.34,65,2,0
Item_1247,Store_3,Saree,Summer,4273,0.38,5,6,1
Item_1248,Store_12,Lehenga,Winter,6781,0.06,93,2,0
Item_1249,Store_13,Kurta,Summer,7256,0.23,70,4,0
Item_1250,Store_2,Sherwani,Festive,8258,0.04,36,9,1
Item_1251,Store_3,Saree,Summer,9780,0.3,17,4,0
Item_1252,Store_5,Saree,Wedding,7554,0.13,37,3,0
Item_1253,Store_11,Lehenga,Festive,9002,0.26,36,4,0
Item_1254,Store_8,Saree,Wedding,5846,0.26,60,2,0
Item_1255,Store_12,Lehenga,Festive,5798,0.46,28,7,1
Item_1256,Store_7,Lehenga,Winter,7605,0.27,95,7,1
Item_1257,Store_15,Sherwani,Wedding,3986,0.29,8,2,0
Item_1258,Store_17,Sherwani,Summer,1400,0.2,92,4,0
Item_1259,Store_4,Kurta,Winter,3855,0.47,27,4,0
Item_1260,Store_13,Sherwani,Summer,4412,0.39,33,5,1
Item_1261,Store_18,Sherwani,Festive,1056,0.14,102,6,1
Item_1262,Store_1,Lehenga,Festive,9022,0.42,25,6,1
Item_1263,Store_16,Sherwani,Summer,2875,0.22,34,8,1
Item_1264,Store_13,Lehenga,Summer,5543,0.41,94,4,0
Item_1265,Store_10,Lehenga,Winter,5298,0.41,24,1,0
Item_1266,Store_12,Sherwani,Summer,4768,0.09,20,4,0
Item_1267,Store_2,Kurta,Wedding,6752,0.35,71,6,1
Item_1268,Store_3,Kurta,Wedding,5833,0.15,53,3,0
Item_1269,Store_10,Saree,Summer,2353,0.15,105,4,0
Item_1270,Store_2,Saree,Wedding,5987,0.15,62,1,0
Item_1271,Store_13,Sherwani,Summer,7597,0.36,108,7,1
Item_1272,Store_13,Kurta,Winter,5311,0.11,48,2,0
Item_1273,Store_18,Lehenga,Wedding,3934,0.0,29,9,1
Item_1274,Store_3,Saree,Wedding,1022,0.36,27,6,1
Item_1275,Store_7,Lehenga,Summer,2209,0.09,112,5,1
Item_1276,Store_14,Saree,Wedding,9940,0.05,63,10,1
Item_1277,Store_20,Sherwani,Festive,1804,0.12,5,7,1
Item_1278,Store_17,Kurta,Winter,9325,0.19,101,5,1
